,Brand,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkmenistan,Turks & Caicos Islands,Tuvalu,Türkiye,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,2023 Brand Value in $,Products,Description,Website
72,FOREVER 21,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,0,0,0,0,19,0,0,0,20,0,0,0,0,49,0,0,0,0,0,0,0,0,0,26,22,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,9,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,3,0,0,0,0,25,4,78,0,0,0,0,0,2,0,0,0,0,0,0,$1.2B,,"Forever 21 is an American fast-fashion retailer. Forever 21 did not start off as Forever 21, but instead, Fashion 21. Founded by South Korea husband and wife team – Do Won Chang and Jin Sook, Fashion 21 was launched in Los Angeles in 1984. By the end of the first year, sales had risen from $35,000 to $700,000. The Founder reinvested his success by opening new stores every six months eventually changing the name to Forever 21. Forever 21 opened its 11th store and the first store located in a mall in 1986 . Forever 21 has multiplied its presence by expanding the average size to 5,000 square feet per store. Since then, Forever 21 has been running specialty stores in major mall locations nationwide. By 2009 Chang’s two daughters Linda and Esther joined the family business in the marketing department.  Since 2002, Forever 21 Inc. has been ranked as one of the 50 largest privately held companies in Los Angeles. In 2014, the Changs family worth was Five billion dollars.  Forever 21 is the 5th largest specialty retailer in the United States. Forever 21 sells men's and women's clothing and accessories. Stores can be found throughout the U.S. and in Canada, Europe, Japan, Korea, and the Philippines.",http://www.forever21.com/
73,STUART WEITZMAN,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,2,0,0,24,0,10,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,6,8,0,0,12,4,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,9,37,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,18,25,90,0,0,0,0,0,5,0,0,0,0,0,0,$1.1B,['Footwear'],"Stuart Weitzman shoes are designed for high fashion and high function. Known for over 35 years for its artisanal Spanish craftsmanship and precisely-engineered fit, the luxury footwear brand inspires women around the world to shine with confidence with every step. Our commitment to inspiring confidence in our customers through style and comfort is drawn from our commitment to inspiring confidence in our employees in everything that we do. We are a passionate and dynamic group of talent, from our skilled artisans in Spain dedicated to quality and craftsmanship to our design team in New York City devoted to creating the high-fashion, high-function looks that define our brand to our retail associates around the world focused on providing a thoughtful luxury experience. 

We value making bold moves, innovating at every turn and nurturing creativity. We work collaboratively, inclusively and always with the goal of letting our individual strengths shine through so we can collectively shine brighter as a team together.Photo credit: Stuart Weitzman

Photo credit: Stuart Weitzman",http://www.stuartweitzman.com
74,LONGCHAMP,0,0,0,0,0,0,0,0,0,3,0,0,26,39,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,44,0,0,35,14,45,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,38,100,0,0,0,0,0,0,35,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,73,8,0,0,24,0,0,45,0,9,22,0,2,0,0,10,0,0,0,38,0,0,0,42,0,0,0,0,0,75,0,0,0,51,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,49,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,17,0,14,63,0,36,8,2,0,0,0,0,20,0,11,0,0,97,0,0,0,0,0,5,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,14,53,0,0,40,0,0,36,0,0,0,0,0,17,0,0,0,40,0,0,0,0,54,37,13,0,0,0,0,0,10,0,0,0,0,0,0,$1.1B,"['Womenswear', 'Menswear', 'Bags', 'Footwear', 'Accessoires']","Longchamp’s story began in 1948 when Jean Cassegrain, the father of today's President, began to craft luxury leather smoking pipes. After several successful years offering the finest smoke products in France, the company began to create small leather goods and eventually expanded the collection to include women’s handbags, luggage, ready-to-wear, shoes and men’s leather collections. What began as a small smoke shop, known for its expertise and excellent craftsmanship, soon expanded to a major luxury brand. Wholesale
E:

Photo credit: Longchamp",http://www.longchamp.com/
75,SISLEY,0,0,0,0,0,0,0,0,0,3,0,0,10,31,28,0,0,0,0,7,57,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,40,0,0,0,31,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84,0,0,0,0,0,21,18,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,1,0,0,12,0,11,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,79,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,3,0,29,38,0,0,10,9,0,0,0,0,0,0,16,0,0,19,0,26,19,0,0,3,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,12,41,0,0,26,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,12,10,15,6,19,0,0,0,0,2,0,0,0,0,0,0,$1.1B,,"Sisley is an Italian label part of the fashion group, Benetton. The brand has been founded in 1968, the brand built quickly its success. Sisley is today seen as an ambassadors of Italian design in the world.  Offering modern and casual collection for women and men, the company is available internationaly with more than 850 point of sale over the world.",http://www.sisley.com/
76,LAO FENG XIANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1.1B,,"Lao Feng Xiang is a Chinese manufacturer and retailer of high-end jewelry. The company was founded as a single shop in 1848 in Shanghai, China. As of today it operated over 2,700 boutiques in China and Sydney, Australia.",http://lfxjewelry.com/
77,TOD'S,0,0,4,0,0,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,9,0,0,0,0,38,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,1,2,0,0,4,0,5,100,0,22,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,48,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,4,7,0,0,4,3,0,0,0,0,8,0,7,0,0,40,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,9,36,0,0,47,0,0,9,0,0,0,0,0,15,0,0,0,2,0,0,0,2,18,10,8,0,0,0,0,0,2,0,0,0,0,0,0,$1.1B,"['Womenswear', 'Menswear']","TOD'S is an Italian company which produces luxury shoes and other leather goods. The company was founded as a shoemaking business in 1920. The first TOD’S product was a handmade casual loafer in soft leather based on a badly made driving shoe from New York. In the 70s, the brand expanded the workshop into a factory producing shoes for department stores. It also launched its first signature shoe : the 'GOMMINO” moccasin, made with 133 rubber pebbles on the sole as a trademark. In 1977 TOD’S expanded his production to bags and nowadays the company has boutiques around the world and also offers an eyewear and a junior lines.",http://www.todsgroup.com
78,TOMMY HILFIGER,0,0,7,0,0,0,0,0,0,10,48,0,33,37,57,0,0,3,0,0,36,0,0,0,0,0,31,0,0,10,0,0,0,16,0,0,0,0,19,0,0,0,0,0,57,0,0,0,16,0,0,0,0,22,41,0,0,43,50,0,39,0,0,12,25,10,0,0,0,40,0,0,0,0,0,25,38,0,0,0,0,0,26,49,0,0,100,0,0,0,0,15,0,0,0,0,0,0,28,13,48,0,10,3,0,0,83,0,8,27,0,1,0,0,27,0,0,0,0,0,0,38,0,0,0,0,0,30,0,0,0,0,11,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,23,0,0,0,0,0,58,0,24,0,0,0,0,0,0,0,0,12,0,5,0,0,29,0,0,35,7,0,61,47,0,0,61,6,0,0,0,0,7,0,36,0,0,15,0,52,29,0,0,6,0,7,0,29,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,6,0,0,2,0,0,0,0,0,17,0,0,0,32,0,0,0,11,22,31,10,0,0,0,0,7,6,0,0,0,0,0,0,$1B,"['Bodywear', 'Footwear', 'Kidswear', 'Menswear', 'Womenswear']","Tommy Hilfiger brand was founded in 1985 by the American fashion designer Thomas Jacob Hilfiger. Tommy Hilfiger is internationally recognized for celebrating the classic American cool style. Tommy Hilfiger carries two brands. Tommy Hilfiger Collection brings casual sportswear and accessories for men and women including children’s apparel, footwear, swimwear, accessories, fragrances, home, bedding products, and luggage. Hilfiger Denim is the younger line that focus on premium denim-related separates for men and women. In 2010 Tommy Hilfiger had been acquired by PVH Corporation. Photo credit: Tommy Hilfiger",https://tommy.com
79,TORY BURCH,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,3,0,0,2,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,4,0,1,0,29,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,4,0,0,0,0,20,0,0,0,0,1,0,0,0,0,10,3,17,0,0,0,0,0,1,0,0,0,0,0,0,$1B,,"Tory Burch is an American fashion designer who launched her own fashion label in 2004 after working for Vera Wang, Ralph Lauren and Loewe. Her first collection was an instant succes. Today, the brand has more than 140 stores wolrdwide. In 2009 the designer founded the Tory Burch Foundation to help support the economics emporwerment of women in the US through mentoring, entrepreneurial education and business loans. In 2015 Tory Burch launched Tory Burch Sport.",http://www.toryburch.eu/
80,ELIE TAHARIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$856M,,"Elie Tahari is an international American accessible luxury fashion house founded in 1973 by Elie Tahari, The label designs, manufactures, distributes, and retails ready-to-wear, shoes, accessories, eyewear and home decor.",http://www.elietahari.com/
81,JAEGER-LE COULTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$826M,"['Accessories', 'Jewelry']","In the heart of the Vallée de Joux, in the Swiss Jura Mountains, the Manufacturer Jaeger-LeCoultre has continuously renewed its creativity and inventiveness since 1833. One hundred and eighty different expert skills are brought together under one roof, to breathe life into the heart of the watches and to animate each infinitely small component. Design, assemble, decorate or crimp; every different stage required for the creation of a Jaeger-LeCoultre timepiece is conducted within the Manufacture. Since the beginning, the Maison has created more than 1200 calibers, which today have earned it unique renown in the watchmaking industry. Its iconic collections, such as the Reverso which was born of the Art Déco movement in 1931, the Master, with classic and refined masculine lines, or even the Atmos, the pendulum watch with almost perpetual movement, form the foundation for the Manufacturer's pride and the satisfaction of their loyal clients. 

Wholesale
E:

Photo credit: Jaeger-LeCoultre",https://www.jaeger-lecoultre.com
82,FOSSIL,0,0,0,0,0,0,0,0,0,4,0,0,71,36,0,0,0,19,0,0,30,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,0,0,100,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,13,0,27,0,0,0,32,11,0,0,0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,52,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,60,24,3,0,40,0,0,17,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,57,32,0,50,0,0,15,0,0,0,0,0,26,0,29,0,0,0,0,0,11,79,0,16,22,0,0,67,6,0,0,0,0,12,0,28,0,0,68,0,0,0,0,0,65,0,13,0,12,27,0,0,0,0,0,0,0,0,0,0,26,33,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,0,6,65,57,82,0,0,0,0,0,17,0,0,0,0,0,0,$816M,"['Accessories', 'Bags', 'Jewelry']","Fossil is an American watch and lifestyle company, creatively rooted in authentic vintage and classic design. We strive to create high-quality watches, bags and more that preserve the best of the past while updating it for today. When the clean lines of the mid-century meet the modern looks of today, the result is key items that represent the best of what we stand for: bags that pair portability with streamlined design, traditional watches created in fresh hues and materials, and timeless clothes and accessories that accompany you wherever you are traveling.",https://www.fossil.com
83,ELIE SAAB,0,16,9,0,0,0,0,0,0,2,11,0,7,4,15,0,16,1,0,3,8,0,0,0,0,0,9,0,0,2,0,0,0,9,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,11,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,18,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,6,7,0,4,6,0,0,0,14,1,2,0,0,18,0,0,0,100,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,10,0,8,0,0,2,0,0,0,0,0,7,9,3,0,0,0,0,4,0,1,0,5,7,0,25,9,2,0,0,0,0,8,0,4,0,0,4,0,5,4,0,0,10,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,1,0,0,0,0,0,30,0,0,0,5,0,0,0,2,34,7,2,0,0,0,0,1,2,0,0,0,0,0,0,$792M,"['Womenswear', 'Footwear', 'Accessories']","Elie Saab is a Lebanese fashion designer. His main workshop is in Lebanon, with additional workshops in Milan and Paris. He started his business in the early 1980s and specialised in bridal couture. 

He is the first Arab to be admitted to the fashion industry's governing body, Chambre Syndicale de la Haute Couture. Wholesale
E: esassistance@eliesaab.com

Photo credit: elie saab France",https://www.eliesaab.com
84,PATAGONIA,0,0,0,0,0,0,0,0,0,100,0,0,10,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,9,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,1,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,9,0,0,0,0,0,0,0,0,0,0,0,$769M,,"Yvon Chouinard, professionnal rock climber, founded Patagonia in 1973. The sportwear brand mainly focused on high-end outdoor clothing is based in Ventura, California. Patagonia is beholden to public-benefit concerns alongside its profit motive. The company is part of many environmental movements, and its logo is the skyline of the Monte Fitz Roy in Patagonia.",http://www.patagonia.com/
85,BOGNER,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,9,0,0,0,0,0,71,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,37,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,4,0,0,0,0,0,10,76,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,1,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,2,0,0,14,8,0,0,0,0,0,0,82,0,0,0,0,50,21,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,$711M,"['Womenswear', 'Menswear']","Bogner is a sports fashion company established in 1932. The company was founded by Willy Bogner senior together with a friend as Willy Bogner Skivertrieb in Munich, Germany as an importer of skis, ski accessories and knitwear from Norway. 
Bogner now operates stores across Europe and overseas in New York and Hong Kong. It also ships its products worldwide.",http://www.bogner.com
86,NEW LOOK,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,78,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,5,0,0,0,0,0,2,0,4,0,0,0,0,0,0,4,0,2,2,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,100,11,0,0,0,0,0,2,0,0,0,0,0,0,$704M,,"Fashion chain New Look was founded in 1969 in the United Kingdom. The fashion chain offers clothing, shoes and accessories for men, women and teenage girls. In homeland United Kingdom New Look is the second largest retailer of women's clothing and accessories. The New Look Group has more than 800 stores in 21 countries and 596 stores in Britain. In May 2015 New Look was taken over by Brait, a listing of the South African billionaire Christo Wiese for a fee of 780 million pounds. New Look was founded by Tom Singh in 1969. Since then the company has rapidly expanded and now operates across a chain of over 1,000 stores internationally. In the first half of 2015, ended September 27, 2014, New Look reported a sales increase of 6.9 percent with an equal number of shops.",http://www.newlook.com/
87,BREGUET,0,0,3,0,0,0,0,0,0,1,30,0,9,14,22,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,11,0,0,0,0,0,2,16,0,0,1,0,0,0,0,0,8,0,0,0,7,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,65,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,3,1,0,0,6,0,10,15,0,3,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,9,46,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,9,0,6,0,0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,1,4,0,5,12,0,15,8,9,0,0,0,0,2,0,9,0,0,44,0,0,0,0,0,3,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,9,23,12,8,0,12,0,0,0,6,0,0,0,0,0,0,$690M,,Breguet is a Swiss manufacturer of high-end watches and timepieces. The company was founded in 1775. Breguet is renowned and available across the world and best known for its refined aesthetics and early watch-making inventions.,http://www.breguet.com/
